text	label	proposed_label	confidence	final_label
Polemika koja okružuje Fan Bingbing oèito je imala veze s njezinim imenom koje su ostavili izvan kredita i njenog slijeda otvaranja ( pokazujuæi je kao uèiteljicu koja je molila Chen Daoming da njeni uèenici dobiju sigurnost ) , i ne dobija pratnju u ostatku vremena izvoðenja .	0			
Hrvatska 04.10.2018 .	1			
Film su režirali dvojac Anthony i Joe Russo , koji su veæinom radili na serijama , ali i zajedno komediju ‘ You , Me and Dupree ’ , ne baš toliko poularnu .	1			
Trajanje Epizode : 1h	1			
Reditelj ovog filma su James Gunn ( Super , Ljigavci , segemnt iz groznog filma Movie 43 ) , te Alan Taylor ( Kill the Poor ) .	1	2	0.18437011369997008	1
Svi ovi ljudi , ukljuèujuæi Elijahovu majku , gospoðu Price ( Charlayne Woodard ) kasnije æe se uplesti u nešto izvanredno .	1			
Pripreme za napade bile su prilièno napete i prilièno zabavne .	2	1	0.24740063307753626	2
Mlada outsajderica odjednom preuzima na sebe sve odgovornosti , bori se protiv najveæih zala ali u svemu tome upada u ljubavni trougao .	1			
Producent : Anna Boden , Gene Colan , Liz Flahive , Ryan Fleck , Meg LeFauve , Carly Mensch , Nicole Perlman .	1			
Ilene Andrews ( Rebecca Hall ) i Jia ( Kaylee Hottle ) rade prekovremeno kako bi zaštitile Kong od prijetnje koja je Godzilla .	0	1	0.11329436393406608	1
Èemu sve to uopšte mi nije jasno .	0	1	0.13741225850279606	0
Glavne ulogeFelicity Jones , Mads Mikkelsen , Alan Tudyk	1			
Godina : TV Series ( 2017 –	1			
Redoslijed akcije bio je vrlo dobar s onim najboljim koje mislim u epizodama 5i 6 .	2	1	0.18853852629240928	2
Postojao je element romantike i malo jednostavnih obrata koje bi trebalo biti dovoljno lako pogoditi .	1			
Pokušaj da se makar malo oživi prošlost èak i vraæanjem dobro poznatog glumca Michaela Grossa koji ne izlazi iz svog lika uzaludna je i ovo je još jedan šamar svim idejama da se nastavci konstantno prave i prave dok original ne ode u zaborav ili ne dobije lošu reputaciju .	0			
Datum izlaska : 15 .	1			
Ocjena : 6 / 10	1			
Ovi je opet teško iskorijeniti za dobrobit filma do samog kraja .	0	1	0.15588597943061724	0
Ocjena Serije : 4 / 5	1			
Veæina se filma bazira na akcionim sekvencema bez imalo smisla , na to da Arnold ima što više epskih citata , iako ništa naravno ne može prkositi onom ‘ I ’ ll be back ’ iz prvog dijela , i na kopiranje scena i likova iz prva dva dijela , pa i sam završetak je skoro isti onoj sceni u drugom dijelu kada Arnold tj . Terminator uranja zajedno sa negativcem u istopljeni vreli metal .	0	1	1,09E+08	0
pokušala zaustaviti Jessicu .	1			
Obiteljski je èovjek koji pokušava riješiti nevolje , ali èesto se uvuèe u govna dijelom i zbog prethodne akcije ili zbog svog brata ( Mark O ’ Brien ) .	0	1	0.11145253363009881	1
Žanr : Akcija , Avantura , Fantazija	1			
RedateljKenneth Branagh	1			
Nazad na drugu sezonu , Secret City se vraæa s još jednom politièkom mrežom prevare i potpuno novom zavjerom za Harriet Dunkley .	1			
Bila je to još jedna serija Marvela koja je imala samo 10 epizoda u sezoni , tako da je trebalo biti dovoljno lako dovršiti .	1			
Živio je u velikoj kuæi koja se zvala Doom Manor zajedno s Jane ( Diane Guerrero – Naranèasta je nova crna TV serija itd . )	1			
Katniss se sada nalazi u Distriktu 13 nakon što je jednom zauvijek uništila Igre .	1			
Vjerojatno je to bilo zbog nedostatka kemije izmeðu dva glavna vodstva ( posebno tijekom prvog poluvremena ) i prilièno kaotiène pilot epizode .	0			
Ocjena : 2 / 10	1			
Glavne uloge Glumci : Connor Jessup , Jackson Robert Scott , Emilia Jones , Darby Stanchfield , Sherri Saum , Griffin Gluck .	1			
S Jon Voightom ) i Rocky upakiranu u tehnologiju 21 .	1			
U meðuvremenu Stone se bori sa svojom infekcijom , ali ne gubi nadu da æe pronaæi onoga ko je zaista ubio mladu Andreu , jer vjeruje u nevinost Naza i da je on žrtva predrasuda prema muslimanima .	0			
I èujem da pitate “ Kako bi Purefoy mogao imati bilo koji glumaèki ili karakterni razvoj ako je mrtav ? ” .	1			
Kada roditelji malca odu na ” medeni ” mjesec , Drakula preuzima odgovornost na sebe da èuva unuka ali i da ga konvertuje u ono što je on – pravo strašno èudovište .	0			
Datum izlaska : 14 .	1			
I zanimljivo je vidjeti kako prolazi kroz te stvari i vidjeti što ona radi u tome .	1			
Producent : Eric Heisserer , Josh Malerman	1			
Serijom koju je stvorla i glumi Natasha Lyonne , koja se najviše istièe svojim radom na Orange Is New Black .	2	1	0.23670833377980943	2
Smjer ovdje je elegantan i pametan , ali još uvijek èvrst i napet .	2	1	0.18703238549841908	2
Kao što sam rekao , bilo je mnogo uzbudljivih trenutaka i jednog ili dva emotivna trenutka .	2	1	0.21388365802312662	2
Glavni fokus na poèetku je na bivšoj zvijezdi pjesme Seon-Gyeomu .	1			
Trailer Serije :	1			
B i H 22.03.2018 .	1			
” Pete ’ s Dragon ” je daleko od onog što bi jedna moderna ekranizacija popularne djeèje prièe trebala biti .	0			
Redatelj : Don Michael Paul	1			
Rosario Dawson ponovo igra Claire Temple , pokazuje Nick Fury iz Netflixa , i opet e zabavna i cool .	2	1	0.24778559085497226	2
Drugi dio je takoðer bio velik u smislu razvoja likova i postali smo jako vezani za njih .	2			
Takoðer sam volio kontrast s djevojèicom .	2	1	0.17623983407787513	2
Datum izlaska : 10 .	1			
Ni manje ni više od toga .	1			
Uglavnom zato što su proizveli dosta raznolik raspon emisija i filmova , a dobar dio njih sam uživao .	2			
Ako ste gore proèitali sažetak radnje , èini se da veæ vidite srž problema prièe .	1			
Glavne uloge : Andrey Korenkov , Robert Lence	1			
Ovakva vrsta filma mislim da æe posebno leæi ljubiteljima video-igara , tipa ” Doom ” , kojeg sam i ja igrao , doduše onu verziju iz 1993 . , te ” Counter Strikea ” .	2			
I priznajem da sam izuzetno zadovoljan .	2	1	0.19083145037115642	2
Glavne ulogeRyan Reynolds , Morena Baccarin , Gina Carano	1			
Ocjena na IMDb.com mu je 7,8 / 10 , za sada najveæa ocjena od svih filmova u franšizi .	2			
Trajanje filma : 02 : 09 : 00	1			
Godina : 2017	1			
Datum izlaska : 21.12.2018 ( svjetska premijera )	1			
Godina 2017	1			
Od Gary Oldmana , kao negativca , odnosno pozitivca za ljudsku populaciju , do Andy Serkisa , koji i dalje odlièno utjelovljava majmuna Cezara , ostatak glumaèke ekipe dorastao je poslu da jednu akcionu / sci-fi dramu iznesu kako treba .	2	1	0.2333885708598139	2
Jedna scena posebno u pretposljednjoj epizodi ove sezone je bila pretjerano jeziva , idu van emisije normalno èudne scene i èinilo se kao Lynchan noæna mora .	2			
Godina 2015	1			
On je su-kreator , redatelj i producent mini-serija Hostages , u kojoj glume Dylan McDermott i Toni Collette .	1	2	0.3953975474314982	1
Ona štedi ovaj Film .	2	1	0.14077437975350338	1
uz brigu o svom djetetu Michaelu Junioru .	1			
Na Tomatoesima film ima 93% .	1			
Nisam se veselio gledanju ovog filma , ali sam mogao vidjeti potencijal u prièi koja nažalost nije istorištena .	1			
Tj . one su barem tako zamislile pustolovinu .	1			
Posebni efekti su zapravo bili prilièno nevjerojatni za TV seriju , ali mislim da make up efekti nisu stvarno dobri .	1			
Oni se bore da zadrze zamah njihove revolucije , sve dok izbjegavaju istrage FBI-ja na celu sa najzanimljivijim novim likom agentom Dominique “ Dom ” Dipierro - ove sezone , igra i Grace Gummer-a moraju to uèiniti sa igraèem manje .	2	1	0.12584836749253064	2
Btw , primijetio sam ime James Wan kao jednog od izvršnih producenta koji je vjerojatno objasnio snažan horor smisao u ovoj seriji .	1			
Ovo je film za sve lijene mazohiste kojima se ne da ispružiti ruku i mlatiti se bièem .	0			
Ocjena na IMDb.com mu je 7,3 / 10 a na Tomatoesima odliènih 90% .	2			
Cijela Serija : 395 min	1			
Iako sam veliki fan filmova o superherojima treba priznati da nisam previše upoznat s Max Steel , Mattelovom igraèkom prema kojoj je napravio animirane serije i kompjuterske igrice , a sada igrani film .	1			
Stoga , ” Morgan ” je minijaturna verzija greške i ispada .	0			
Tu je i djevojka Michelle , koju igra Mary Elizabeth Winstead , djevojka iz hororaca tipa Final Destionation 3 i The Thing .	1			
Ovaj put sam zapravo bio prilièno zadovoljan i iznenaðen kad sam vidio kako uživam u ovoj seriji .	2			
Je li dobra ?	1			
IMDB ocjena serije : 8 / 10	1			
Mraèni umovi ( 2018 )	1			
Trajanje filma : 01 : 30 : 00	1			
Godina : 2018	1			
U prvih nekoliko epizoda , moram priznati da sam imao teška vremena da shvatim cijelu sliku .	0	1	0.19108942718439012	0
Nadam se da ovo nije loš poèetak za sljedeæi film s temom pandemije .	1			
I imao je jedinstvenu sposobnost osjetiti opasnost oko sebe .	1			
John Boyega bio je u moguænosti prikazivati svoj lik jarko i bio je iznenaðujuæe vrlo šarmantan i izgledao je zabavno ovdje .	2			
James DeMonaco koji stoji iza èitave franšize .	1			
Glavne uloge : Jake Gyllenhaal , Robin Wright , Keira Knightley	1			
Jurski svijet Pad kraljevstva ( 2018 )	1			
Sama radnja serije prati Londonskog detektiva Douglasa Archera ( Sam Riley ) koji se nalazi izmeðu dvije vatre .	1			
Takoðer samo uživao u izvedbi Rinal Mukhametov kao Hijkena ili Evgeniy Mikheev kao kolege studenta pod nazivom “ google ” . Mislim da su ta dva dijela filma malo zabavniji .	2			
U ovom je nastavku bilo iznenaðujuæe vidjeti Draxovu vrlo smiješnu karakterizaciju i njegove primjedbe .	1	2	0.3648409748551317	2
Osobito s pojavom tajanstvenog èovjeka zvanog Blaine ( David Anders – Alias , Heroes TV series itd . )	1			
To je , uostalom , prepoznao i sam Crichton iskoristivši osnovni koncept za mnogo poznatiji i uspješniji Jurski park .	2	1	0.16656650122751818	2
Swamp Thing – Moæ moèvare ( Sezona 1 ) 2019 ( TV SERIES ) Recenzija Serije	1			
Film je previše zagaðen za odrasle , ali i previše zreo za malu djecu .	0	1	0.13253535064540317	0
( TV SERIES ) Altered Carbon ( Seasons 1 ) 2018 Recenzija	1			
Glavne uloge : Lizzy Caplan , Daniel Radcliffe , Mark Ruffalo	1			
Danny je morao iskoristiti sve svoje znanje i nevjerojatnu vještinu borilaèkih vještina kako bi se pokušao vratiti na svoje pravo mjesto u tvrtkama Rand .	1			
Reditelj filma je Rob Minkoff poznat po ’ Kralju lavova ” , ” Stuartu Malom ” , ” Flypaperu ” i sl .	1			
Kako privuæi pozornost publike od prvog trenutka ?	1			
Trailer Serije :	1			
Ocjena Serije : 4 / 5	1			
Onima koji su u potrazi za sliènim ostvarenjima .	1			
Producent : Christopher Nolan	1			
Razvoj pripovijesti je ugodan , istièuæi nastojanje da ne napuštaju labave krajeve .	2	1	0.23176144933277024	2
To je film uèinilo vrlo blagim i predvidljivim .	0	1	0.1368092689313912	0
Žanr Akcija , Avantura , SF	1			
Razlog ‘ dopadljivosti ’ filma publici i kritici je vjerovatno zbog toga što je je itekako ostao vjerodostojan originalu a ipak nam je sada predstavljen na jedan osvježavajuæi naèin , odlièno spajajuæi tradiciju i modernost , a opet niti u jednom momentu ne osjeæamo kao da je osramotio i narušio ‘ Pepeljuginu ’ reputaciju , njen lik i historiju .	2	0	3,59E+08	2
Film otvara Greg ( Owen Wilson ) , uredski zaposlenik koji oèito nije baš prilagoðen onome što se dogaða na njegovom poslu .	1			
Likovi su jedinstveni , zabavni , šareni i stvarno zanimljivi .	2	1	0.09434933796216313	2
Uživao sam u nastupu glavnih likova Crystal Reed kao Abby Arcane i Andy Bean kao Alec Holland .	2	1	0.23066272589733153	2
Prošle su godine otkako je njegov sin ubijen u ” Proèišæenju ” , pa je narednik Barnes posvetio život kako bi saèuvao senatoricu Charlie Roan koja se na predstojeæim izborima bori protiv te dugogodišnje tradicije u Americi .	1			
Ocjena : 7 / 10	1			
Nisu poznati podaci o budžeti odnosno financijama ovog filma .	1			
On nam nudi izvornu prièu koja traje i dva i po sata snimaka brzo prolazi .	1			
B i H 29.03.2018 .	1			
Dakle nastavili su sa Smurfs : The Lost Village .	1			
Žanr : Drama | Romansa | Recenzija Serija	1			
Glavne uloge : Ashley Grace , James Buckley , Denis O ’ Hare	1			
Jer sam primijetio da ova peta sezona nije imala onoliko gledatelja koliko i prethodne sezone .	0			
Ovaj film je režirao Tim Miller ( Deadpool ) s jednim od producenta Jamesa Camerona ( Titanic , Avatar itd .	1			
Laura Linney igra Martvjevu ženu , Wendy , ženu koja ima svoje tajne dok pokušava prihvatiti ove situacije s Martyjem .	1			
Trailer :	1			
Sinoæ , petak veèer , a ja sam u stanu i bez želje da izaðem u provod i u noæ , ostanem gledati neki film .	1			
Reditelja filma je Christopher McQuarrie koji je snimio sa Cruiseom ‘ Jack Reacher ’ i manje poznat ‘ The Way of the Gun ’ .	1			
Ovaj film ima kombinaciju drame i neizvjesnosti i malo otajstva na vanzemaljsku namjeru .	2	1	0.22311495145138516	2
Meðutim , kod ” High-Rise ” a se nisam puno opirao i prije zapleta sam shvatio da mi se veæ ne sviða , da je nekako neuredan i problematièan , odaje utisak da je zanimljiv i da æe donijeti nevjerovatan i uzbudljiv zaplet pa samim time i kraj , ali to što sam ja zaspao u nekoj polovini filma treba da vam kaže sve .	0	2	1,70E-51	0
Eh pa , rijeè je o tome kako film potencira kuæne ljubimce , taènije , napuštene životinje , ali u cilju da budi i probudi svijest o tome i proširi koju korisnu informaciju , film se distancirao od takve vrste patetike , te se sasvim sigurno upleo u , još jednom da podcrtam , klišeiziranu prièu , zaplet i rasplet , gdje smo sasvim sigurno dobili samo zabavni , šareni filmiæ koji se udavio u vlastitim ambicijama .	0	1	4,77E-14	0
Što se tièe zarade , film je skupio više od 114 miliona širom svijeta na budžet od 58 miliona .	1			
Za razliku od All the Money in the World , koji se malo trudio da kondenzira veliku prièu u dugotrajnu izvedbu .	0			
Zemljino stanovništvo gladuje .	0	1	0.04285888252047004	1
Žanr : Akcija , Avantura , Drama | Recenzije Serija	1			
Poslije èetiri godine red bi bio da se rodila neka ideja vrijedna vremena i novca , ali oèigledno je da je ovo neka skorašnja , reciklirana ideja , bez duše i bez srca , koja je nažalost uništila još malo reputacije svim likovima u filmu , tako da æu biti oprezan i ovaj nastavak preporuèiti sam okorjelim , zaslijepljenim fanovima ” Ledenog doba ” , uzimajuæi u obzir da æe i veliki dio njih biti vidno razoèaran .	0			
Michael Kenneth Williams vraæa se kao Leonard Pine , crni , homoseksualni veteran u Vijetnamu .	1			
Ovaj animirani film je pravi vizualni praznik za oci , jakim bojama koje æe u vama probuditi dijete .	2			
Bilo da se radi o smrtonosnoj igri koja se emitira putem interneta , lancu za seksualnu trgovinu ljudima ili ubojitu namjeru da žrtve pretvore u snježne kugle , tu je razina nepredvidljivosti koja pomaže da se serija pomakne naprijed .	2			
Trailer Serije :	1			
Redatelj : Nikolaj Arcel	1			
Takoðer .	1			
Ali ako više volite gledati serije s jakim i puno Batmanovih referenci , onda bi Gotham bio bolji izbor .	1			
Na kraju , meðutim , èini se da Cahill nije u potpunosti razumio što se dogaða i ta je dvosmislenost prikazana u zbrkanoj poruci koju Bliss ne može baš shvatiti .	0	1	0.09582794367428313	1
Tako je npr . jedan od glavnih uloga , Eddie McGee .	1			
Žanr : Drama , Misterija , SF	1			
Ocjena : 9 / 10	2	1	0.09028235307514855	2
Sretno promatranje !	2	1	0.11985156014223375	2
Titlovan Trailer :	1			
NAZIV SERIJE : Outcast ( 2016 . )	1			
Kreator : Samantha Stratton	1			
Danas ta prièa o igraèkama izgleda kao iz nekog dalekog doba , jer je nevjerovano koliko je danas tehnologija uznapredovala i kako danas nevjerovano dobro izgledaju animirani filmovi , a jedan takav praznik za oci je stigao u kina .	2	0	0.3106824097292574	2
Glavne uloge : Tom Hanks , Halle Berry , Hugo Weaving , Jim Sturgess , Susan Sarandon , Hugh Grant .	1			
Ova serija bila je jedna od onih koja su bila ne samo popularna nego je i dobivala pozitivne recenzije .	2	1	0.23081261017981355	2
Stoga bih vam stvarno savjetovao da se potpuno koncentrirate od poèetka kako biste bolje razumjeli .	1			
sada je u potpunosti pomagala Ava Paige ( Patricia Clarkson – The Green Mile , Pieces of April itd . )	1			
Taman kad se slegla prašina oko te stvari za kojem su ludili tinejdžeri a i oni nešto stariji , došao je ‘ The Hunger Games ’ , itekako kvalitetniji ali sa sobom je povukao lavinu sliènih filmova koji su u cilju imali isprièati isti prièu i zaraditi tonu novca .	1			
Na moje iznenaðenje , donio je neki kratki šaljivi smisao za nas gdje bismo se mogli malo nasmijati zbog njega .	2	1	0.11779752980708666	2
Imala je velike nade svoje kæeri Lyta-Zod ( Georgina Campell ) koja je takoðer služila u vojsci i bila je angažirana sa zapovjednikom Dev-Em ( Aaron Pierre ) .	1	0	0.3692136649047628	1
Nekom studiju , nekom producentu ili filmadžiji ponesta originalnih ideja , a uz to i novca , pa sjeti se da bi mogao snimiti nastavak na veoma popularnu ‘ Alisu ’ iz 2010 . godine , koja je tada zaradila više od milijardu amerièkih dolara .	0	1	0.08471544436047194	0
Od ova tri izbora , raèunajuæi obaveze koje me ne zaobilaze i preostalo vrijeme koje imam , odluka je pala na ‘ Spectre ’ , oko kojeg sam bio relativno uzbuðen jer su ga prije izlaska u kina najavljivali kao najbolji Bondov film do sada , ujedno i najduži , koji je zbog jedne scene u filmu ušao u Guinissovu knjigu rekorda , u kojem se pojavljuje žena dobra kao vino , Monica Belucci itd .	2	1	9,27E-124	2
Tada , kad joj se to poèelo pokazivati od malih nogu , bilo je zaista intrigantno kako æe postati osoba koju smo ranije vidjeli .	1			
Godina 2016	1			
Sada javno priznajem da je ovo jedan od rijetkih filmova koje nisam mogao pogledati do kraja , jer da jesam , bojim se da bi obolio do kraja i poželio da izvršim ili ubistvo ili samoubistvo .	0	1	0.1361264436177917	0
Btw , Shyamalan je uèinio sjajnu stvar ovdje kada je uspio povezati stvari iz prethodnih filmova u ovaj treæi film , èineæi mene i moju djevojku strahopoštovanjem od toga koliko je genij morao razmišljati o naèinima kako to uèiniti .	2	1	0.14872480141911834	2
Mark je radio kao policajac pod oficirom Giles ( Reg E . Cathey – Fantastic Four 2015 version , House of Cards TV series etc ) koji je takoðer bio najbolji prijatelj s redovitim Andersonom .	1			
Sve u svemu , zabavljao sam se gledajuæi ovu seriju .	2	1	0.1346053640304029	2
Posebni efekti ovog filma bili su izuzetni , kao i obièno , dajuæi živopisne Dinosaurse za naš užitak , plus efekti izbijanja vulkana bili su odlièni ( trebao bi i biti s proraèunom od > 170 milijuna dolara ) .	2			
U svakom sluèaju , nakon što je Venom poèeo da sprjeèava Eddiejevo tijelo , filmski ritam postao je vrlo brz , uzbudljiv i pomalo opèinjen .	2	1	0.2257473706025516	2
Frustrirajuæe , još nema datuma puštanja pa æemo samo morati bolje èekati .	1			
Alex Garland je reditelj fima kojem je ovo debi .	1			
Oh , prije nego što sam zaboravio , zvuèni efekti su takoðer bili zaista fantastièni .	2	1	0.2765019303545902	2
Redatelj Raman Hui , koji je takoðer režirao prethodni film , bio je i supredsjednik Shrek the Third , èinio se više iskusnim ovdje i vjerojatno je imao više ideja dok je dodao neke smiješne krajnje kreditne scene koje mislim da je pomalo slièna Monsters Inc . Prièa se takoðer osjetila da æe postojati još jedan nastavak da dovrši svoju trilogiju , buduæi da jedna arkada prièa nije dovršena ovdje .	1	2	0.0021216575745753082	2
Ono što sam se malo iznenadio ove sezone je samo kako je to bilo smiješno .	2			
S 8 epizoda u trajanju od oko 50 minuta , Elite nije toliko duga ili izvuèena kao druge inostrane drame , a nešto od toga je djelimièno zahvaljujuæi naèinu na koji serija skaèe izmeðu sadašnjosti i prošlosti kako bi odgovorila na najvažnije pitanje koje visi nad serijom – tko je poèinio ubojstvo ?	1			
Solidan i nijansu bolje od toga ( a ni gore ) .	2	1	0.24787607974976922	2
Na Metacriticu ima rezultat 63 / 100 , i na IMDB ima rezultat 7.8 / 10 .	1			
Hrvatska 05.10.2017 .	1			
Redatelj : Adam Wingard	1			
Godina 2014	1			
Film æe vjerojatno povuæi usporedbe s Matricom i to ima smisla s obzirom na prièu koju Bliss pokušava pokrenuti .	1			
Èinilo se da ima fobiju da se dotakne .	0	1	0.1294534204743608	1
On je unajmio Kovaca da riješi njegovo ubojstvo .	1			
Prvi dio je bio , blago reèeno – katastrofa .	0	1	0.08630228713435943	0
To je rekao , ne smeta mi zbog toga što se èini da je to opšta estetika cyberpunk fikcije .	1			
Titlovan Trailer Filma :	1			
U svakom sluèaju , samo æu nastaviti s prièom .	1			
Star Trek : Discovery ( Sezona 1 ) 2017 ( TV SERIES ) Recenzija Serije	1			
Vjerovatno bi bilo ” specijalnije ” gledati ovaj specijal pred Novu Godinu kada je praznièna atmosfera na maksimumu i kada vas veæina stvari raznježi i otopli ledene sante oko srca ali ja nisam tada uhvatio priliku veæ sada u jeku ispita i testova i zato hvala filmu odnosno ovoj epizodi što me na sat i po odvela u svoj svijet .	2			
Odgrijem ja stolicu jer naveèer je loše uèiti , kažu , ništa mozak tad ne pamti , pa pogledam ovaj film jer se može svrstati na listu dugooèekivanih .	1	2	0.34842874519453587	1
Projekt : Titan je bio redateljski debi za Njemaèkog redatelja Lennart Ruff .	1			
Ocjena na IMDb.com mu je malih 6,6 / 10 a na Tomatoesima prosjeènih 50% .	1			
Ja sam kao jednostavna filmska publika preferirao intenzivniji film superjunaka , za koji mislim da zapravo nisam došao ovamo .	0	1	0.17077145668856694	0
Planet majmuna : Rat ( 2017 )	1			
Odluèio sam da pišem recenziju ovako kasno još dok su utisci friški .	1			
Iako su avanture u raznim europskim zemljama bile prilièno zanimljive i navele su me da poželim uskoro posjetiti te zemlje .	2			
Ocjena na IMDb.com mu je 5,9 / 10 a na Tomatoesima malih 25% .	0			
Trailer Serije Motherland : Fort Salem :	1			
U seriji glumi Tim Blake Nelson , James Franco , Zoe Kazan , Liam Neeson i Brendan Gleeson .	1	2	0.3550425237174812	1
Trailer Serije :	1			
A ja vam preporuèujem da se uopšte ne služite njime , ne zbog eksplozije , nego vjerovatno zato što niste dijete i ne treba vam nešto ovako u životu .	0	2	0.24626528223366642	0
Ali ako govorite o samoj prièi , osjetio sam da je to tanko i previše komplicirano .	0	1	0.1414283640734135	0
Rijetko ko dobije drugu šansu .	1			
Ako se vratite na kraj 2014te godine i pogledate listu najoèekivanijih filmova za ovu godinu na izmaku , listu onih koji mnogi nazivaju ‘ velikim ’ filmovima , definitivno æete ugledati i ovaj naslov .	1			
On ovdje igra sliènu rolu kao i u ‘ Guardiansima ’ i iako nije nauènik niti stari mudar niti je u srodstvu sa Dalay Lamom , najpametniji je , predviða svaki sledeæi korak dinosarusa a uz to vrlo lako osvaja dame .	1			
B i H 18.05.2017 .	1			
U kinima od : 16 February 2018 ( USA )	1			
Ali to je zanimljiva fraza .	2	1	0.11009576043246264	2
Captain America : Civil War ( 2016 )	1			
Ipak , završetak je bio lijep , plus što se ta finalna scena zaista postavila za zanimljivu drugu sezonu .	2	1	0.2651427451226662	2
Postavka i kostimi ozbiljno su odraðeni za seriju .	2	1	0.15849189448080356	2
Na Metacriticu ima rezultat od 65 / 100 .	1			
Imao je odreðeni šarm i davao je mnogo smiješnih primjedbi , dok je Liam bio u redu kao Rubyjev ljubavni interes , a Zu unatoè tome što nije rekla bilo kakvu rijeèi ostavila je dojam na nas .	2	1	0.11765652036592478	2
Sve odgovore pronaðite u ovom vrlo zanimljivom i iznenaðujuæe zabavnom filmu o katastrofi .	2			
Dobra stvar je što završetak nije bio prava litica , jer bi u protivnom bilo štetno za ljude koji su uložili svoje vrijeme za gledanje 10 epizoda .	1			
Iako sam takoðer doznao da gledatelji uživaju u seriji .	2	1	0.15008443370680533	2
Pod naslovom Abraham Lincoln : Lovac na vampire ( dovoljno je smiješno usporedio i jedan od kritièara ove serije ) .	1			
IMDB Ocjena Filma :	1			
Glavne uloge : Bruce Willis , Anya Taylor-Joy , James McAvoy , Samuel L . Jackson , Sarah Paulson , Spencer Treat Clark , Luke Kirby , Charlayne Woodard , Rob Yang , Jane Park Smith , Kyli Zion .	1			
On joj govori da div koji je stvoren nije sam i da mu se pridružio divovski robot , koji èini vise nasilja od èudovišta .	0			
Uglavnom , itekakav deficit .	0	1	0.07069359479462443	0
Redatelj : Brett Ratner	1			
Zaèudo , finalna epizoda bila je malo prespora za mene i nije mi pružila spektakularno finale kojemu sam se nadao .	0	1	0.03045186254659542	0
Od svih noviteta ovaj sam stavio na vrh liste prioriteta i nimalo nisam zažalio jer ‘ Rode ” je definitivno jedan od najboljih animiranih filmova godine ako ne i u zadnjih par godina jer je neviðena kolièina zabave u tako malo vremena i plus donosi dosta smiješnih i urnebesnih trenutaka za èitavu porodicu , a pogotovo one starije .	2	0	0.3643025419967151	2
U meðuvremenu je Crimson Republic koja je željela održati mir u Europi takoðer pokušala doæi do kocke prije Crows .	1			
Žanr : Akcija | Sci-Fi | Drama	1			
Morao bih napomenuti svakako one u potrazi za akcijom i momentima užasa , da je ovo iskljuèivo drama ali ona napeta , snažna i dirljiva drama , dakle dinamièna koja æe htjeli vi ili ne ostaviti utisak na vas , a taj utisak podrazumijeva detaljnije istraživanje o ovoj planini , o moguænosti da se i vi popnete i o bošnjacima koji su to uradili držeæi našu zastavu da se vijori .	1	2	1,18E-11	2
Ocjena Filma : 4 / 5	1			
Osobno sam mislio da je fantazija možda bolji pojam .	1			
Jedna se epizoda zaista isticala bila je u 3 . epizodi koja mi je pružila prilièno zastrašujuæih trenutaka .	2			
Zašto jednostavno nisu mogli stati i ostati na staroj slavi , ali ipak ne .	0			
Ocjena : 6 / 10	1			
Kada su u pitanju drame za tinejdžere , Elite je prošli put ponudio puno zabava , droga i alkohola , a ova sezona nije iznimka .	2			
Preporuèujemo da ovo pogledate u kinu , ali nemojte zaboraviti da prvo vidite izvorni film .	1			
Od svih sluèajeva najdraži mi je bio onaj iz 3 . epizode .	2			
U kinima od : 5 May 2017 ( USA )	1			
Nažalost , on je izabrao da zakljuèi svoj film s otvorenim završetkom .	0			
Kao serija s toliko likova , bilo je lako zaboraviti dosta njih .	0	1	0.1289635227998631	0
The OA 2016	1			
Srpanj 2014 .	1			
Priprema se i nastavak ovog filma .	1			
Ocjena 6.5 / 10	1			
Svi su bili klasificirani u bojama , a zeleno je najmanje opasno ( njihove moæi postaju veoma inteligentne ) i narandžasta najopasnija sa sposobnošæu kontrole uma .	1			
Jednog dana došao je novi pacijent pod imenom Sydney Barret ( Rachel Keller ) .	1			
Nažalost upravo taj dio mi je malo srozao film .	0	1	0.09645214170452007	0
U suštini , film nema nikakvu neobiènu prièu , ništa veæ neviðeno , ali igra po dobro poznatoj formuli , pa je samo par stvari zapravo koji èine film tako neodoljivim i zbog èega se veæinskom djelu publike i svidio , a to je èinjenica da je Chappie jedan sladak , simpatièan i originalan lik na što je teško zažmiriti , Hugh Jackman je bolesni negativac , Sigourney Weaver nastupa oštro i u jednoj sceni epski govori ” burn him to ashes ” i dvojac iz grupe ‘ Die Antwoord ’ glavne su uloge u filmu , a to ne bi trebalo biti loše .	2	1	5,52E-34	2
Štrumpfovi nailaze na neka sasvim nova stvorenja , koja do sada nisu bila prisutna niti u crticima , niti u stripovima , sto daje potencijal za neke nove originalne stvari .	2			
Koliko god serije pokušavaju ozbiljno provesti na temu koja je predložena tu su karakteri pravca price koja narušava vjerovanje gledaoca u tu istinu .	0			
Ali mislim da je naèin na koji je snimljen film polako pokazivao transformaciju Alite od navodno nevinog kiborga u tamno-junašku heroinu .	1			
Glavne uloge : Kirsten Dunst , Alexander Skarsg?rd , Kiefer Sutherland , Charlotte Gainsbourg , John Hurt , Charlotte Rampling	1			
U ovom sluèaju to je jednako kao kada bismo rekli da su one povezane vazduhom ili vodom .	1			
